time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050810:1648,0,0,0,0,0,21.92,2.76,0
20050810:1748,0,0,0,0,0,21.66,2.83,0
20050810:1848,0,0,0,0,0,21.78,2.76,0
20050810:1948,0,0,0,0,0,21.59,2.97,0
20050810:2048,0,0,0,0,0,21.25,2.97,0
20050810:2148,0,0,0,0,0,20.97,2.69,0
20050810:2248,0,0,0,0,0,20.91,2.69,0
20050810:2348,0,0,0,0,0,20.7,2.62,0
20050811:0048,1.53,0,8.15,1.37,5.15,20.57,2.62,0
20050811:0148,105.07,43.62,90.21,9.1,18.72,20.91,3.72,0
20050811:0248,253.23,98.67,206.37,13.42,32.49,21.08,4.34,0
20050811:0348,377.55,142.34,318.29,12.22,46.35,21.32,3.72,0
20050811:0448,576.29,336.57,386.08,8.9,60.18,22.3,3.93,0
20050811:0548,724.83,650.5,282.9,3.67,73.59,23.27,3.93,0
20050811:0648,671.14,482.65,383.09,0.65,82.95,24.3,4.28,0
20050811:0748,655.58,457.08,388.37,2.9,74.76,24.96,4.28,0
20050811:0848,715.67,645.56,275.23,10.01,61.44,25.72,4.48,0
20050811:0948,672.62,584.73,269.67,17.4,47.63,26.07,4.34,0
20050811:1048,621.64,545.18,233.06,21.46,33.76,25.6,3.93,0
20050811:1148,185.12,99.49,129.8,12.11,19.98,25.09,3.24,0
20050811:1248,188.42,161.77,74.86,5.69,6.39,24.15,2.76,0
20050811:1348,0,0,0,0,0,23.31,2.55,0
20050811:1448,0,0,0,0,0,22.88,2.62,0
20050811:1548,0,0,0,0,0,22.33,2.62,0
20050811:1648,0,0,0,0,0,21.84,2.69,0
20050811:1748,0,0,0,0,0,21.55,2.62,0
20050811:1848,0,0,0,0,0,21.84,2.55,0
20050811:1948,0,0,0,0,0,21.48,2.62,0
20050811:2048,0,0,0,0,0,21.27,2.69,0
20050811:2148,0,0,0,0,0,21.05,2.62,0
20050811:2248,0,0,0,0,0,20.92,2.34,0
20050811:2348,0,0,0,0,0,20.74,2.21,0
20050812:0048,2.13,0,9.23,1.55,5.08,20.68,2.14,0
20050812:0148,87.41,31.25,82.67,8.43,18.66,20.96,2.69,0
20050812:0248,252.02,98.8,206.36,13.44,32.44,21.38,3.24,0
20050812:0348,505.48,305.66,322.23,14.82,46.31,22.32,2.62,0
20050812:0448,342.72,57.67,375.27,5.93,60.12,22.74,2.48,0
20050812:0548,568.74,286.84,446.56,2.97,73.48,23.55,2.83,0
20050812:0648,646.76,450.7,399.05,0.69,82.65,24.67,2.62,0
20050812:0748,518.07,203.32,470.94,2.41,74.57,25.42,2.62,0
20050812:0848,719.65,711.36,240.21,10.38,61.3,26.04,2.48,0
20050812:0948,693.45,669.97,234.2,18.15,47.51,25.99,2.41,0
20050812:1048,644.4,610.14,215.14,22.17,33.64,25.86,2.41,0
20050812:1148,507.49,447.64,183.5,17.9,19.85,24.77,2.41,0
20050812:1248,150.6,128.75,64.24,5.26,6.24,24.33,1.59,0
20050812:1348,0,0,0,0,0,23.61,1.59,0
20050812:1448,0,0,0,0,0,23.05,1.79,0
20050812:1548,0,0,0,0,0,22.61,2.07,0
20050812:1648,0,0,0,0,0,22.11,1.93,0
20050812:1748,0,0,0,0,0,21.94,1.79,0
20050812:1848,0,0,0,0,0,21.89,1.86,0
20050812:1948,0,0,0,0,0,21.46,1.93,0
20050812:2048,0,0,0,0,0,21.09,1.79,0
20050812:2148,0,0,0,0,0,20.84,1.72,0
20050812:2248,0,0,0,0,0,20.8,1.66,0
20050812:2348,0,0,0,0,0,20.78,1.59,0
20050813:0048,11.46,11.46,12.55,1.92,5,20.78,1.59,0
20050813:0148,83.32,28.21,81.18,8.31,18.61,21.19,2.34,0
20050813:0248,282.2,126.93,215.1,14.25,32.39,21.9,2.76,0
20050813:0348,220.64,23.53,254.17,8.55,46.26,22.73,2.41,0
20050813:0448,365.26,76.16,387.51,6.31,60.06,23.82,2.41,0
20050813:0548,388.46,60.53,440.72,2.12,73.37,24.27,2.28,0
20050813:0648,100.76,0,143.36,0.13,82.36,25.92,2.07,0
20050813:0748,231.01,1.04,303.28,1.14,74.38,25.75,2.14,0
20050813:0848,581.96,372.14,387.54,8.74,61.16,26,2.14,0
20050813:0948,487.31,279.96,340.76,14.34,47.38,26.07,2.07,0
20050813:1048,588.63,512.61,238.71,21.1,33.51,26.08,2.07,0
20050813:1148,482.61,420.98,182.62,17.5,19.71,25.49,1.93,0
20050813:1248,142.75,122.49,61.79,5.1,6.09,24.94,1.59,0
20050813:1348,0,0,0,0,0,24.06,1.31,0
20050813:1448,0,0,0,0,0,23.53,1.31,0
20050813:1548,0,0,0,0,0,22.99,1.38,0
20050813:1648,0,0,0,0,0,22.62,1.38,0
20050813:1748,0,0,0,0,0,22.17,1.31,0
20050813:1848,0,0,0,0,0,22.11,1.24,0
20050813:1948,0,0,0,0,0,22.06,1.31,0
20050813:2048,0,0,0,0,0,21.83,1.45,0
20050813:2148,0,0,0,0,0,21.47,1.52,0
20050813:2248,0,0,0,0,0,21.24,1.66,0
20050813:2348,0,0,0,0,0,21.16,1.59,0
20050814:0048,46.32,46.52,22.18,2.65,4.93,21.2,1.59,0
20050814:0148,123.08,59.73,95.86,9.61,18.55,22.15,2.34,0
20050814:0248,509.87,396.26,233.96,19.11,32.34,23.28,2.41,0
20050814:0348,589.91,454.36,295.44,16.58,46.21,24.12,2.28,0
20050814:0448,669.21,581.96,295.45,10.45,60,25.04,2.14,0
20050814:0548,639.01,473.05,375.45,3.49,73.26,26.04,2.07,0
20050814:0648,644.46,482.63,383.37,0.83,82.06,27.25,2,0
20050814:0748,609.73,406.38,409.66,3.02,74.18,27.97,2.07,0
20050814:0848,645.93,525.85,331.19,9.69,61.02,28.1,2.34,0
20050814:0948,564.88,405.86,322,15.89,47.24,28.08,2.76,0
20050814:1048,333.94,170.87,241.93,15.75,33.38,26.72,3.24,0
20050814:1148,410.77,331.36,177.95,16.29,19.57,26.06,2.21,0
20050814:1248,89.51,77.32,44.11,4.3,5.94,25.5,1.93,0
20050814:1348,0,0,0,0,0,24.96,2,0
20050814:1448,0,0,0,0,0,24.35,1.93,0
20050814:1548,0,0,0,0,0,23.95,1.93,0
20050814:1648,0,0,0,0,0,23.63,1.93,0
20050814:1748,0,0,0,0,0,23.34,1.86,0
20050814:1848,0,0,0,0,0,23.44,2.07,0
20050814:1948,0,0,0,0,0,23.1,2.14,0
20050814:2048,0,0,0,0,0,22.61,2.28,0
20050814:2148,0,0,0,0,0,22.45,2.41,0
20050814:2248,0,0,0,0,0,22.22,2.21,0
20050814:2348,0,0,0,0,0,22.07,2.28,0
20050815:0048,0.67,0,6.49,1.1,4.86,22.01,2.34,0
20050815:0148,23.44,0,39.43,4.1,18.49,22.21,3.38,0
20050815:0248,126.61,13.1,148.95,9.22,32.3,22.49,3.24,0
20050815:0348,238.33,33.27,265.24,9.09,46.16,23.36,3.24,0
20050815:0448,320.42,43.91,363.25,5.69,59.94,24.6,3.24,0
20050815:0548,491.08,170.32,466.3,2.72,73.14,25.44,2.76,0
20050815:0648,482.2,140.45,489.81,0.65,81.75,24.32,1.79,0
20050815:0748,456.73,124.85,470.06,2.31,73.98,24.99,1.93,0
20050815:0848,443.33,154.55,417.5,7.14,60.87,25.87,2,0
20050815:0948,455.43,236.15,341.23,13.85,47.1,25.92,2.14,0
20050815:1048,178.88,38.31,186.69,11.34,33.24,23.95,1.52,0
20050815:1148,70.43,15.03,80.68,8.08,19.43,23.77,1.24,0
20050815:1248,24.46,19.86,21.53,2.97,5.78,23.16,1.24,0
20050815:1348,0,0,0,0,0,22.76,1.45,0
20050815:1448,0,0,0,0,0,22.51,1.24,0
20050815:1548,0,0,0,0,0,22.35,1.03,0
20050815:1648,0,0,0,0,0,22.24,1.45,0
20050815:1748,0,0,0,0,0,22.11,1.72,0
20050815:1848,0,0,0,0,0,21.8,1.79,0
20050815:1948,0,0,0,0,0,21.65,1.86,0
20050815:2048,0,0,0,0,0,21.44,2.14,0
20050815:2148,0,0,0,0,0,21.23,2.14,0
20050815:2248,0,0,0,0,0,21.26,2.07,0
20050815:2348,0,0,0,0,0,21.05,1.79,0
20050816:0048,10.86,11.97,11.32,1.74,4.79,21.07,1.93,0
20050816:0148,14.2,0,27.58,2.87,18.44,21.22,1.93,0
20050816:0248,83.05,0,111.79,6.81,32.25,21.27,1.93,0
20050816:0348,65.13,0,93.69,3.04,46.11,21.4,2.21,0
20050816:0448,97.29,0,134.21,1.94,59.88,21.48,2.83,0
20050816:0548,91.07,0,128.12,0.57,73.02,21.48,3.17,0
20050816:0648,97.09,0,136.23,0.15,81.44,21.88,2.62,0
20050816:0748,64.51,0,96.03,0.39,73.76,21.9,2.41,0
20050816:0848,63.31,0,93.56,1.28,60.71,21.9,2.21,0
20050816:0948,136.54,0,178.12,5.54,46.96,21.5,2.07,0
20050816:1048,134.24,12.82,157.78,9.44,33.09,21.39,2.21,0
20050816:1148,67.04,12.12,78.49,7.9,19.28,21.38,2.34,0
20050816:1248,59.89,51.07,33.34,3.7,5.62,21.3,2.48,0
20050816:1348,0,0,0,0,0,21.27,2.34,0
20050816:1448,0,0,0,0,0,21.31,2.48,0
20050816:1548,0,0,0,0,0,21.32,2.69,0
20050816:1648,0,0,0,0,0,21.2,2.83,0
20050816:1748,0,0,0,0,0,21.14,2.76,0
20050816:1848,0,0,0,0,0,20.93,2.21,0
20050816:1948,0,0,0,0,0,20.84,2.28,0
20050816:2048,0,0,0,0,0,20.77,2.55,0
20050816:2148,0,0,0,0,0,20.69,2.83,0
20050816:2248,0,0,0,0,0,20.61,2.41,0
20050816:2348,0,0,0,0,0,20.6,2.14,0
20050817:0048,46.12,48.59,19.8,2.39,4.72,20.65,2.34,0
20050817:0148,27.9,0,44.63,4.66,18.38,20.89,3.03,0
20050817:0248,94.74,1.88,122.77,7.52,32.2,21.05,4.21,0
20050817:0348,222.91,23.61,253.87,8.62,46.06,21.76,4.14,0
20050817:0448,224.96,4.63,281.75,4.15,59.81,22.47,4.41,0
20050817:0548,345.21,29.3,407.75,1.97,72.89,22.55,4.34,0
20050817:0648,475.72,125.5,487.45,0.73,81.13,25.19,3.86,0
20050817:0748,646.24,447.33,391.84,3.34,73.54,25.9,3.93,0
20050817:0848,286.74,22.97,345.19,5,60.54,26.32,3.79,0
20050817:0948,530.68,334.65,332.66,15.28,46.81,25.74,3.59,0
20050817:1048,38.08,0,60.12,3.56,32.95,25.47,3.03,0
20050817:1148,101.23,36.63,95.23,9.48,19.12,25.07,2.76,0
20050817:1248,71.67,63.13,36.51,3.8,5.45,24.34,2.76,0
20050817:1348,0,0,0,0,0,23.53,2.69,0
20050817:1448,0,0,0,0,0,22.86,2.55,0
20050817:1548,0,0,0,0,0,22.28,2.55,0
20050817:1648,0,0,0,0,0,21.95,2.69,0
20050817:1748,0,0,0,0,0,21.84,2.62,0
20050817:1848,0,0,0,0,0,21.85,2.48,0
20050817:1948,0,0,0,0,0,21.69,2.48,0
20050817:2048,0,0,0,0,0,21.38,2.55,0
20050817:2148,0,0,0,0,0,21.28,2.62,0
20050817:2248,0,0,0,0,0,21.24,2.48,0
20050817:2348,0,0,0,0,0,21.15,2.41,0
20050818:0048,1.49,0,8.09,1.38,4.65,21.28,2.9,0
20050818:0148,58.13,12.72,67.66,7.06,18.32,21.66,3.86,0
20050818:0248,108.27,5.64,134.91,8.33,32.15,22.21,4.9,0
20050818:0348,82.21,0,114.24,3.73,46.01,22.67,4.69,0
20050818:0448,78.88,0,112.71,1.65,59.74,23.08,4.07,0
20050818:0548,69.45,0,102.62,0.47,72.76,23.65,4.21,0
20050818:0648,99.67,0,140.09,0.18,80.81,23.4,3.38,0
20050818:0748,59.26,0,90.05,0.39,73.31,23.55,3.17,0
20050818:0848,73.45,0,106.5,1.49,60.37,23.51,3.03,0
20050818:0948,58.24,0,86.29,2.73,46.66,23.86,3.24,0
20050818:1048,101.14,1.85,131.95,7.88,32.8,23.78,3.38,0
20050818:1148,28.78,0,46.28,4.73,18.97,23.8,3.66,0
20050818:1248,12.28,10.86,14.38,2.18,5.28,23.18,2.83,0
20050818:1348,0,0,0,0,0,22.73,2.21,0
20050818:1448,0,0,0,0,0,22.36,1.79,0
20050818:1548,0,0,0,0,0,22.22,1.93,0
20050818:1648,0,0,0,0,0,22.08,1.93,0
20050818:1748,0,0,0,0,0,21.99,1.86,0
20050818:1848,0,0,0,0,0,22.08,2.21,0
20050818:1948,0,0,0,0,0,21.98,2.34,0
20050818:2048,0,0,0,0,0,21.95,2.62,0
20050818:2148,0,0,0,0,0,22,3.03,0
20050818:2248,0,0,0,0,0,21.84,3.52,0
20050818:2348,0,0,0,0,0,21.58,3.79,0
20050819:0048,0,0,4.85,0.83,4.59,21.46,3.52,0
20050819:0148,15.16,0,28.84,3.02,18.27,21.55,4.28,0
20050819:0248,90.15,1.88,118.06,7.26,32.1,22.2,4.62,0
20050819:0348,79.18,0,110.77,3.63,45.96,22.91,4.69,0
20050819:0448,67.97,0,99.63,1.46,59.67,23.72,4.97,0
20050819:0548,89.96,0,127.99,0.6,72.62,24.23,4.97,0
20050819:0648,68.03,0,101.29,0.14,80.49,23.8,3.93,0
20050819:0748,62.52,0,93.91,0.42,73.08,22.88,2.48,0
20050819:0848,53.77,0,82.14,1.16,60.2,23.26,3.24,0
20050819:0948,81.68,0,113.77,3.63,46.5,22.3,2.83,0
20050819:1048,32.37,0,52.26,3.13,32.64,22.06,3.17,0
20050819:1148,16.23,0,30.35,3.12,18.8,21.97,2.9,0
20050819:1248,3.76,0,11.95,2,5.11,21.78,2.9,0
20050819:1348,0,0,0,0,0,21.65,2.55,0
20050819:1448,0,0,0,0,0,21.57,2.48,0
20050819:1548,0,0,0,0,0,21.61,2.48,0
20050819:1648,0,0,0,0,0,21.57,2.55,0
20050819:1748,0,0,0,0,0,21.55,2.76,0
20050819:1848,0,0,0,0,0,21.46,3.31,0
20050819:1948,0,0,0,0,0,21.39,3.31,0
20050819:2048,0,0,0,0,0,21.27,3.59,0
20050819:2148,0,0,0,0,0,21.11,3.59,0
20050819:2248,0,0,0,0,0,20.97,2.9,0
20050819:2348,0,0,0,0,0,20.87,2.9,0
20050820:0048,0,0,4.36,1.01,4.52,20.78,2.97,0
20050820:0148,8.42,0,19.65,2.06,18.22,20.86,3.03,0
20050820:0248,34.26,0,54.26,3.33,32.05,20.9,2.97,0
20050820:0348,76.84,0,107.29,3.52,45.91,21.08,3.31,0
20050820:0448,70.25,0,101.46,1.5,59.6,21.34,4.14,0
20050820:0548,86.81,0,123.06,0.58,72.48,21.82,3.45,0
20050820:0648,110.37,0,152.86,0.23,80.16,22.64,2.41,0
20050820:0748,162.7,0,216.04,0.98,72.84,22.92,2.48,0
20050820:0848,50.62,0,78.34,1.12,60.01,23.48,2.41,0
20050820:0948,67.59,0,97.28,3.13,46.34,23.1,2.9,0
20050820:1048,117.83,7.45,144.96,8.84,32.48,22.75,2.69,0
20050820:1148,96.05,34.42,89.99,9.12,18.64,22.46,2.76,0
20050820:1248,50.8,46.49,27.47,3.2,4.94,21.96,2.62,0
20050820:1348,0,0,0,0,0,21.51,2.41,0
20050820:1448,0,0,0,0,0,21.3,2,0
20050820:1548,0,0,0,0,0,21.23,2,0
20050820:1648,0,0,0,0,0,21.08,2.41,0
20050820:1748,0,0,0,0,0,20.98,2.69,0
20050820:1848,0,0,0,0,0,20.92,2.55,0
20050820:1948,0,0,0,0,0,20.8,2.55,0
20050820:2048,0,0,0,0,0,20.84,2.55,0
20050820:2148,0,0,0,0,0,20.87,2.55,0
20050820:2248,0,0,0,0,0,20.91,2.62,0
20050820:2348,0,0,0,0,0,20.91,2.55,0
20050821:0048,1.19,0,7.12,1.66,4.45,20.88,2.48,0
20050821:0148,68.03,19.25,72.45,7.57,18.16,21.06,2.69,0
20050821:0248,84.43,0,113.05,6.96,32.01,21.17,3.17,0
20050821:0348,120.75,0,158.74,5.22,45.86,21.46,3.86,0
20050821:0448,148.41,0,195.4,2.9,59.53,22.47,3.93,0
20050821:0548,200.99,0,262.61,1.27,72.33,23.46,3.31,0
20050821:0648,152.45,0,206.35,0.33,79.83,25.54,3.03,0
20050821:0748,277.32,8.38,353.91,1.7,72.59,26.92,3.31,0
20050821:0848,367.2,75.19,390.89,6.45,59.83,24.97,3.31,0
20050821:0948,432.09,203.78,335.19,13.71,46.17,24.86,3.1,0
20050821:1048,417.13,263.76,249.9,17.73,32.31,24.38,2.41,0
20050821:1148,472.8,407.2,177.92,16.81,18.47,23.52,1.86,0
20050821:1248,64.45,60.31,30.59,3.3,4.76,23.13,1.72,0
20050821:1348,0,0,0,0,0,22.72,1.86,0
20050821:1448,0,0,0,0,0,22.53,1.79,0
20050821:1548,0,0,0,0,0,22.27,1.72,0
20050821:1648,0,0,0,0,0,22.03,1.79,0
20050821:1748,0,0,0,0,0,21.8,2,0
20050821:1848,0,0,0,0,0,21.71,2.28,0
20050821:1948,0,0,0,0,0,21.48,2.34,0
20050821:2048,0,0,0,0,0,21.34,2.34,0
20050821:2148,0,0,0,0,0,21.19,2.41,0
20050821:2248,0,0,0,0,0,21.09,2.55,0
20050821:2348,0,0,0,0,0,21.01,2.69,0
20050822:0048,0.77,0,6.32,1.48,4.39,20.91,2.48,0
20050822:0148,124.91,61.13,95.38,9.65,18.11,21.08,3.59,0
20050822:0248,141.48,20.78,157.15,9.93,31.96,21.57,4,0
20050822:0348,198.29,13.95,235.43,7.98,45.81,22.42,4.34,0
20050822:0448,286.53,24.39,337.16,5.29,59.45,23.05,3.93,0
20050822:0548,353.19,35.71,415.12,2.2,72.18,23.81,3.66,0
20050822:0648,400.52,57.97,459.95,0.87,79.5,24.9,2.9,0
20050822:0748,476.78,144.83,467.84,2.88,72.33,24.46,3.1,0
20050822:0848,297.49,28.98,350.05,5.46,59.63,24.51,3.03,0
20050822:0948,286.97,62.56,295.8,10.55,46,23.75,2.48,0
20050822:1048,117.85,7.52,145.3,8.98,32.15,23.38,2.41,0
20050822:1148,332.87,245.27,158.84,14.48,18.3,22.85,2.21,0
20050822:1248,79.26,75.26,32.87,3.31,4.57,22.21,2,0
20050822:1348,0,0,0,0,0,21.77,1.79,0
20050822:1448,0,0,0,0,0,21.56,1.59,0
20050822:1548,0,0,0,0,0,21.48,1.66,0
20050822:1648,0,0,0,0,0,21.5,1.79,0
20050822:1748,0,0,0,0,0,21.53,2.07,0
20050822:1848,0,0,0,0,0,21.68,2.07,0
20050822:1948,0,0,0,0,0,21.61,2,0
20050822:2048,0,0,0,0,0,21.46,2.07,0
20050822:2148,0,0,0,0,0,21.35,2.21,0
20050822:2248,0,0,0,0,0,21.29,2.34,0
20050822:2348,0,0,0,0,0,21.26,2.48,0
20050823:0048,0,0,4.34,1.02,4.32,21.11,2.48,0
20050823:0148,150.97,83.89,103.1,10.28,18.06,21.36,2.34,0
20050823:0248,354.33,198.65,228.13,15.98,31.91,22.17,3.66,0
20050823:0348,496.43,290.36,321.83,14.86,45.75,22.87,3.66,0
20050823:0448,576.46,346.32,382.12,9.39,59.37,23.48,3.66,0
20050823:0548,381.27,54.67,432.37,2.41,72.02,24.45,3.86,0
20050823:0648,646.74,440.86,403.13,1.49,79.16,25.54,3.52,0
20050823:0748,654.1,478.22,377.35,4.01,72.07,25.6,3.1,0
20050823:0848,679.57,581.86,304.67,10.91,59.43,25.52,2.76,0
20050823:0948,304.63,78.09,303.82,11.12,45.82,25.13,2.62,0
20050823:1048,305.39,147.3,228.3,15.34,31.97,25.08,2.55,0
20050823:1148,135.49,67.52,104.28,10.4,18.12,24.85,2.14,0
20050823:1248,13.42,13.08,13.94,2.12,4.39,24.15,1.66,0
20050823:1348,0,0,0,0,0,23.57,1.79,0
20050823:1448,0,0,0,0,0,23.21,1.93,0
20050823:1548,0,0,0,0,0,22.76,1.93,0
20050823:1648,0,0,0,0,0,22.36,2.14,0
20050823:1748,0,0,0,0,0,22.06,2.34,0
20050823:1848,0,0,0,0,0,21.57,1.93,0
20050823:1948,0,0,0,0,0,21.47,2,0
20050823:2048,0,0,0,0,0,21.36,2.07,0
20050823:2148,0,0,0,0,0,21.19,2.14,0
20050823:2248,0,0,0,0,0,21.02,2.21,0
20050823:2348,0,0,0,0,0,20.89,2.48,0
20050824:0048,0.56,0,5.91,1.39,4.26,20.81,2.69,0
20050824:0148,177.97,106.77,110.21,10.85,18,21.31,4.14,0
20050824:0248,252.5,102.3,203.29,13.55,31.86,22.24,4.34,0
20050824:0348,330.48,102,304.52,11.54,45.7,23.25,4.21,0
20050824:0448,450.66,161.67,405.36,7.8,59.29,24.24,3.93,0
20050824:0548,550.18,256.77,452.4,3.47,71.85,25.29,3.59,0
20050824:0648,723.36,664.6,285.38,1.77,78.83,26.08,3.72,0
20050824:0748,642.85,446.32,391.8,4.05,71.8,26.07,3.52,0
20050824:0848,649.81,501.62,339,10.59,59.23,26.36,3.52,0
20050824:0948,579.89,421.03,314.39,16.82,45.64,26.01,3.24,0
20050824:1048,378.66,223.95,241.45,16.98,31.8,25.71,3.24,0
20050824:1148,171.6,97.39,116.37,11.35,17.94,25.04,2.83,0
20050824:1248,26.86,27.33,17.7,2.41,4.2,24.06,2.55,0
20050824:1348,0,0,0,0,0,23.21,2.28,0
20050824:1448,0,0,0,0,0,22.59,2.07,0
20050824:1548,0,0,0,0,0,22.08,1.93,0
20050824:1648,0,0,0,0,0,21.84,2.07,0
20050824:1748,0,0,0,0,0,21.59,2.21,0
20050824:1848,0,0,0,0,0,21.5,2.34,0
20050824:1948,0,0,0,0,0,21.25,2.48,0
20050824:2048,0,0,0,0,0,21.02,2.48,0
20050824:2148,0,0,0,0,0,20.79,2.34,0
20050824:2248,0,0,0,0,0,20.45,2.34,0
20050824:2348,0,0,0,0,0,20.15,2.28,0
20050825:0048,1.18,0,7.08,1.67,4.19,20.13,2.34,0
20050825:0148,331.48,253.09,144.05,13.63,17.95,20.76,2.76,0
20050825:0248,423.42,273.19,234.91,17.36,31.81,21.82,4.34,0
20050825:0348,403.51,173.43,319.67,13.08,45.64,22.7,4.48,0
20050825:0448,594.55,372.53,375.36,9.67,59.2,23.59,4.41,0
20050825:0548,676.57,518.25,354.29,4.25,71.68,24.65,4.07,0
20050825:0648,602.88,335.76,446.05,1.56,78.48,25.21,3.66,0
20050825:0748,690.79,569.33,333.24,4.46,71.53,25.73,3.52,0
20050825:0848,715.74,669.52,262.34,11.61,59.02,26.25,3.52,0
20050825:0948,661.08,579.55,267.5,18.45,45.45,26.05,3.24,0
20050825:1048,586.18,501.69,234.53,21.17,31.62,25.57,3.03,0
20050825:1148,472.17,409.87,174.58,16.47,17.76,24.87,2.55,0
20050825:1248,56.82,57.3,24.89,2.79,4,23.86,2.21,0
20050825:1348,0,0,0,0,0,22.96,2,0
20050825:1448,0,0,0,0,0,22.38,1.86,0
20050825:1548,0,0,0,0,0,21.93,1.72,0
20050825:1648,0,0,0,0,0,21.49,1.66,0
20050825:1748,0,0,0,0,0,21.06,1.66,0
20050825:1848,0,0,0,0,0,21.04,1.86,0
20050825:1948,0,0,0,0,0,20.82,1.93,0
20050825:2048,0,0,0,0,0,20.56,1.86,0
20050825:2148,0,0,0,0,0,20.3,1.79,0
20050825:2248,0,0,0,0,0,20.26,1.86,0
20050825:2348,0,0,0,0,0,20.15,1.93,0
